"doi","period","issn","ut"
"10.1007/s00030-017-0472-8","2017","1021-9722","407747800019"
"10.1007/s10608-017-9850-0","2017","0147-5916","409958700007"
"10.1007/s10608-016-9814-9","2017","0147-5916","396340600004"
"10.1007/s00033-017-0870-0","2017","0044-2275","414128000002"
"10.1007/s10714-016-2111-9","2016","0001-7701","382689600002"
"10.1007/s10714-017-2251-6","2017","0001-7701","410766900001"
"10.1007/s10957-016-0992-0","2016","0022-3239","389232900009"
"10.1007/s00020-017-2367-9","2017","0378-620X","402257600006"
"10.1007/s10766-016-0416-7","2017","0885-7458","397811200006"
"10.1007/s10815-016-0703-7","2016","1058-0468","379256100015"
"10.1007/s10648-015-9340-4","2017","1040-726X","406953400007"
"10.1007/s10964-017-0629-0","2017","0047-2891","398184800001"
"10.1007/s10765-016-2125-2","2016","0195-928X","388619200006"
"10.1007/s10765-016-2134-1","2016","0195-928X","388619200013"
"10.1007/s10915-015-0092-6","2016","0885-7474","374414500006"
"10.1007/s10915-017-0401-3","2017","0885-7474","408109600018"
"10.1007/s10484-017-9357-1","2017","1090-0586","402713000002"
"10.1007/s11011-015-9760-3","2016","0885-7490","376094700004"
"10.1007/s11011-017-0105-2","2017","0885-7490","415225800038"
"10.1007/s10773-016-3222-5","2017","0020-7748","393655800001"
"10.1007/s40664-017-0194-0","2017","0944-2502","405413500007"
"10.1007/s40194-016-0304-1","2016","0043-2288","379434400014"
"10.1007/s40194-016-0352-6","2016","0043-2288","385027000011"
"10.1007/s40194-016-0370-4","2016","0043-2288","385027000010"
"10.1007/s40194-016-0330-z","2016","0043-2288","385025900017"
"10.1007/s40194-016-0328-6","2016","0043-2288","385025900013"
"10.1007/s40194-017-0487-0","2017","0043-2288","411060800017"
"10.1007/s40194-017-0493-2","2017","0043-2288","411060800020"
"10.1007/s40194-016-0413-x","2017","0043-2288","397962000001"
"10.1007/s40194-016-0398-5","2017","0043-2288","397962000020"
"10.1007/s12526-015-0425-6","2016","1867-1616","390002100019"
"10.1007/s12526-017-0671-x","2017","1867-1616","416240300003"
"10.1007/s11858-016-0775-y","2016","1863-9690","374592200001"
"10.1007/s11858-017-0848-6","2017","1863-9690","401722700012"
"10.1007/s11858-017-0864-6","2017","1863-9690","401722700001"
"10.1007/s11858-016-0825-5","2017","1863-9690","397385500011"
"10.1007/s11092-016-9246-9","2017","1874-8597","395078400002"
"10.1007/s10113-016-0944-0","2017","1436-3798","402137900016"
"10.1007/s10113-015-0854-6","2017","1436-3798","405800600004"
"10.1007/s10113-016-0969-4","2017","1436-3798","418588400014"
"10.1007/s00229-016-0896-1","2017","0025-2611","403505300007"
"10.1007/s00229-017-0917-8","2017","0025-2611","413251600006"
"10.1007/s10101-016-0185-1","2016","1435-6104","386366800003"
"10.1007/s10101-017-0194-8","2017","1435-6104","406036300001"
"10.1007/s12549-017-0296-x","2017","1867-1594","408406500001"
"10.1007/s11356-016-7721-y","2017","0944-1344","399399700013"
"10.1007/s11356-015-6006-1","2017","0944-1344","400765500009"
"10.1007/s11356-016-8110-2","2017","0944-1344","397004600032"
"10.1007/s12525-017-0251-8","2017","1019-6781","401077100009"
"10.1007/s10140-016-1438-6","2017","1070-3004","392304800016"
"10.1007/s10058-016-0192-2","2016","1434-4742","387136400001"
"10.1007/s00227-016-3022-8","2016","0025-3162","388685000005"
"10.1007/s00360-017-1086-5","2017","0174-1578","404211800017"
"10.1007/s00360-016-1053-6","2017","0174-1578","399434600001"
"10.1007/s11403-015-0156-6","2017","1860-711X","400382600006"
"10.1007/s10260-017-0383-1","2017","1618-2510","415226000005"
"10.1007/s00204-015-1549-y","2016","0340-5761","374303400010"
"10.1007/s00204-015-1568-8","2016","0340-5761","376409100012"
"10.1007/s00204-015-1562-1","2016","0340-5761","376409100017"
"10.1007/s00204-015-1566-x","2016","0340-5761","376409100005"
"10.1007/s00204-016-1659-1","2016","0340-5761","387697600010"
"10.1007/s00204-016-1770-3","2016","0340-5761","385654600004"
"10.1007/s00204-017-2005-y","2017","0340-5761","417266400009"
"10.1007/s00204-017-2121-8","2017","0340-5761","417266400026"
"10.1007/s00204-017-2040-8","2017","0340-5761","415760700020"
"10.1007/s00204-017-2093-8","2017","0340-5761","415760700024"
"10.1007/s00204-017-1933-x","2017","0340-5761","407902800010"
"10.1007/s00204-017-1953-6","2017","0340-5761","411386000019"
"10.1007/s10339-016-0763-8","2016","1612-4782","379321300002"
"10.1007/s10339-016-0773-6","2017","1612-4782","397199200002"
"10.1007/s10339-016-0786-1","2017","1612-4782","399239300001"
"10.1007/s11325-015-1248-1","2016","1520-9512","383153000012"
"10.1007/s11325-016-1348-6","2016","1520-9512","383153000019"
"10.1007/s11325-016-1353-9","2016","1520-9512","390065300026"
"10.1007/s00216-016-9734-2","2016","1618-2642","389605400014"
"10.1007/s00216-016-9843-y","2016","1618-2642","382883300005"
"10.1007/s00216-016-9932-y","2016","1618-2642","386693000033"
"10.1007/s00216-016-9859-3","2016","1618-2642","386061300016"
"10.1007/s00216-016-9447-6","2016","1618-2642","374658400024"
"10.1007/s00216-016-9766-7","2016","1618-2642","382681900024"
"10.1007/s00216-016-9710-x","2016","1618-2642","381112700026"
"10.1007/s00216-017-0678-y","2017","1618-2642","417149000020"
"10.1007/s00216-017-0511-7","2017","1618-2642","409295300011"
"10.1007/s00216-016-9941-x","2017","1618-2642","391357700006"
"10.1007/s00216-016-0110-z","2017","1618-2642","394238300020"
"10.1007/s00216-017-0499-z","2017","1618-2642","410798600007"
"10.1007/s00216-017-0386-7","2017","1618-2642","403770400012"
"10.1007/s00216-017-0384-9","2017","1618-2642","403770400003"
"10.1007/s00216-017-0282-1","2017","1618-2642","399701400016"
"10.1007/s00216-017-0549-6","2017","1618-2642","411709000008"
"10.1007/s00216-017-0196-y","2017","1618-2642","396781700022"
"10.1007/s00216-016-0177-6","2017","1618-2642","396783000002"
"10.1007/s00468-017-1522-x","2017","0931-1890","401740600015"
"10.1007/s00468-017-1594-7","2017","0931-1890","414503900012"
"10.1007/s00392-015-0942-0","2016","1861-0684","374564700009"
"10.1007/s00392-016-0962-4","2016","1861-0684","376991700010"
"10.1007/s00392-016-0975-z","2016","1861-0684","380136500007"
"10.1007/s00392-016-1007-8","2016","1861-0684","386697100009"
"10.1007/s00392-016-1002-0","2016","1861-0684","386697100006"
"10.1007/s00392-016-0980-2","2016","1861-0684","382015600003"
"10.1007/s00392-016-0988-7","2016","1861-0684","382015600011"
"10.1007/s00392-016-1050-5","2017","1861-0684","394988900008"
"10.1007/s00392-016-1034-5","2017","1861-0684","394132600008"
"10.1007/s00392-016-1049-y","2017","1861-0684","394132600012"
"10.1007/s00392-017-1134-x","2017","1861-0684","413536100009"
"10.1007/s00392-017-1125-y","2017","1861-0684","411633100012"
"10.1007/s00392-017-1121-2","2017","1861-0684","411633100004"
"10.1007/s00392-016-1048-z","2017","1861-0684","398727100004"
"10.1007/s00285-015-0936-6","2016","0303-6812","378046600006"
"10.1007/s10236-017-1071-2","2017","1616-7341","405798300004"
"10.1007/s41348-016-0041-0","2017","1861-3829","397234600001"
"10.1007/s41348-017-0111-y","2017","1861-3829","422983200011"
"10.1007/s10346-015-0622-1","2016","1612-510X","385174600002"
"10.1007/s10346-016-0706-6","2017","1612-510X","393643900015"
"10.1007/s10308-017-0490-5","2017","1610-2932","415280900006"
"10.1007/s10405-016-0041-6","2016","1613-5636","382617500004"
"10.1007/s10405-017-0096-z","2017","1613-5636","395202100009"
"10.1007/s10405-017-0092-3","2017","1613-5636","395202100005"
"10.1007/s10405-016-0088-4","2017","1613-5636","395202100002"
"10.1007/s10405-017-0126-x","2017","1613-5636","404651100007"
"10.1007/s00767-016-0339-7","2016","1430-483X","392740400003"
"10.1007/s11581-016-1702-5","2016","0947-7047","386347100022"
"10.1007/s11581-017-2017-x","2017","0947-7047","399828400029"
"10.1140/epjst/e2016-60101-x","2016","1951-6355","390646500011"
"10.1140/epjst/e2016-60104-1","2016","1951-6355","390646500013"
"10.1140/epjst/e2016-60023-1","2016","1951-6355","389417000004"
"10.1140/epjst/e2016-60004-x","2016","1951-6355","390646000010"
"10.1140/epjst/e2017-70082-8","2017","1951-6355","407636700006"
"10.1140/epjst/e2016-60234-4","2017","1951-6355","400393800011"
"10.1140/epjst/e2016-60368-3","2017","1951-6355","399440100004"
"10.1007/s00228-016-2059-4","2016","0031-6970","379750500010"
"10.1007/s00228-017-2266-7","2017","0031-6970","405557200014"
"10.1007/s00228-017-2264-9","2017","0031-6970","405557200003"
"10.1007/s00208-015-1323-8","2016","0025-5831","386761100009"
"10.1007/s00208-015-1205-0","2016","0025-5831","376064900001"
"10.1007/s00066-016-0990-z","2016","0179-7158","378938100002"
"10.1007/s00066-017-1171-4","2017","0179-7158","406179300012"
"10.1007/s00066-017-1200-3","2017","0179-7158","413683800013"
"10.1007/s00066-017-1177-y","2017","0179-7158","411874000006"
"10.1007/s00438-016-1180-5","2016","1617-4615","376509100019"
"10.1007/s10231-014-0462-y","2016","0373-3114","368998800014"
"10.1007/s10231-017-0651-6","2017","0373-3114","413440200005"
"10.1007/s00182-016-0546-6","2017","0020-7276","400756400013"
"10.1007/s00440-015-0623-y","2016","0178-8051","373162800008"
"10.1007/s00440-016-0709-1","2017","0178-8051","401631400006"
"10.1007/s00440-016-0713-5","2017","0178-8051","401631400010"
"10.1007/s00211-015-0712-y","2016","0029-599X","367920100002"
"10.1007/s00211-017-0871-0","2017","0029-599X","406419200005"
"10.1007/s00211-016-0820-3","2017","0029-599X","394254200009"
"10.1007/s00211-016-0810-5","2017","0029-599X","393052400009"
"10.1007/s00211-016-0847-5","2017","0029-599X","400970300006"
"10.1007/s12599-016-0447-z","2016","1867-0202","383105200003"
"10.1007/s12599-016-0462-0","2017","1867-0202","394259100003"
"10.1007/s12599-017-0499-8","2017","1867-0202","417736000004"
"10.1007/s12599-017-0476-2","2017","1867-0202","405735000008"
"10.1007/s00406-015-0631-z","2016","0940-1334","373306100008"
"10.1007/s00406-016-0677-6","2016","0940-1334","373306300003"
"10.1007/s00406-016-0714-5","2016","0940-1334","382030300001"
"10.1007/s00406-016-0715-4","2016","0940-1334","382030300002"
"10.1007/s00406-016-0717-2","2016","0940-1334","382030300013"
"10.1007/s00406-015-0643-8","2016","0940-1334","382030300005"
"10.1007/s00406-016-0672-y","2016","0940-1334","376673400001"
"10.1007/s00406-017-0775-0","2017","0940-1334","398508200001"
"10.1007/s00406-016-0668-7","2017","0940-1334","393048300005"
"10.1007/s00406-017-0789-7","2017","0940-1334","414154100007"
"10.1007/s00406-016-0737-y","2017","0940-1334","411936800001"
"10.1140/epjp/i2016-16013-y","2016","2190-5444","375297600003"
"10.1007/s00394-015-1149-x","2017","1436-6207","396812600009"
"10.1007/s00394-016-1228-7","2017","1436-6207","406523700005"
"10.1007/s10010-017-0216-2","2017","0015-7899","410389000019"
"10.1007/s10010-017-0248-7","2017","0015-7899","410389000001"
"10.1007/s10010-017-0226-0","2017","0015-7899","410389000026"
"10.1007/s10010-017-0221-5","2017","0015-7899","410389000018"
"10.1007/s10010-017-0215-3","2017","0015-7899","413960500003"
"10.1007/s00784-016-1777-4","2016","1432-6981","388957000020"
"10.1007/s00784-016-1730-6","2016","1432-6981","388957000006"
"10.1007/s10071-015-0905-x","2016","1435-9448","367694100020"
"10.1007/s10071-015-0920-y","2016","1435-9448","367694100012"
"10.1007/s10071-017-1090-x","2017","1435-9448","403450500009"
"10.1007/s10288-016-0317-z","2016","1619-4500","387470200004"
"10.1007/s10877-015-9755-y","2016","1387-1307","383602300017"
"10.1007/s10877-015-9744-1","2016","1387-1307","380266200014"
"10.1007/s10877-016-9878-9","2017","1387-1307","400077100013"
"10.1007/s10877-015-9814-4","2017","1387-1307","393049700022"
"10.1007/s10877-016-9836-6","2017","1387-1307","393049700010"
"10.1007/s10877-016-9951-4","2017","1387-1307","413761000009"
"10.1007/s10877-016-9970-1","2017","1387-1307","413761000014"
"10.1007/s11554-016-0564-4","2017","1861-8200","399199400016"
"10.1007/s10107-016-0983-9","2016","0025-5610","385191700010"
"10.1007/s10107-016-0991-9","2016","0025-5610","375568400012"
"10.1007/s10107-017-1120-0","2017","0025-5610","412952900011"
"10.1007/s00395-016-0560-7","2016","0300-8428","380111100002"
"10.1007/s11579-017-0186-z","2017","1862-9679","423872600001"
"10.1007/s11740-016-0671-x","2016","0944-6524","378086500008"
"10.1007/s11740-017-0732-9","2017","0944-6524","399179500007"
"10.1007/s11740-017-0721-z","2017","0944-6524","399179500003"
"10.1007/s10409-017-0669-4","2017","0567-7718","404898900006"
"10.1007/s00127-016-1197-4","2016","0933-7954","374972200013"
"10.1007/s00127-017-1368-y","2017","0933-7954","414158800011"
"10.1007/s13389-017-0156-7","2017","2190-8508","405829400005"
"10.1007/s00784-015-1541-1","2016","1432-6981","372962300014"
"10.1007/s00784-015-1475-7","2016","1432-6981","367626800019"
"10.1007/s00784-015-1468-6","2016","1432-6981","367626800004"
"10.1007/s00784-015-1465-9","2016","1432-6981","367626800003"
"10.1007/s00784-015-1597-y","2016","1432-6981","376403200023"
"10.1007/s00784-015-1605-2","2016","1432-6981","379009600010"
"10.1007/s00784-015-1700-4","2016","1432-6981","386501800031"
"10.1007/s00784-015-1696-9","2016","1432-6981","386501800012"
"10.1007/s00784-015-1684-0","2016","1432-6981","382016300035"
"10.1007/s00784-015-1559-4","2016","1432-6981","374562300022"
"10.1007/s00784-015-1574-5","2016","1432-6981","374562300027"
"10.1007/s00784-016-1842-z","2017","1432-6981","398710700006"
"10.1007/s00784-016-1954-5","2017","1432-6981","402011500022"
"10.1007/s00784-016-1913-1","2017","1432-6981","394978300006"
"10.1007/s00784-016-2000-3","2017","1432-6981","403936900021"
"10.1007/s00784-016-1982-1","2017","1432-6981","403936900005"
"10.1007/s00784-017-2070-x","2017","1432-6981","415816000005"
"10.1007/s00784-016-1900-6","2017","1432-6981","399888600044"
"10.1007/s00393-016-0057-7","2016","0340-1855","373646700015"
"10.1007/s00393-016-0062-x","2016","0340-1855","373646700005"
"10.1007/s00393-016-0101-7","2016","0340-1855","378004600006"
"10.1007/s00393-015-0020-z","2016","0340-1855","372299600013"
"10.1007/s00393-016-0113-3","2016","0340-1855","381126000023"
"10.1007/s00393-016-0190-3","2016","0340-1855","386072500009"
"10.1007/s00393-016-0165-4","2016","0340-1855","382921900002"
"10.1007/s00393-016-0173-4","2016","0340-1855","387500700013"
"10.1007/s00393-016-0217-9","2016","0340-1855","389354800003"
"10.1007/s00393-016-0219-7","2016","0340-1855","389354800004"
"10.1007/s00393-016-0132-0","2016","0340-1855","389354800009"
"10.1007/s00393-016-0086-2","2016","0340-1855","376412900010"
"10.1007/s00393-016-0177-0","2017","0340-1855","399025700008"
"10.1007/s00393-016-0245-5","2017","0340-1855","394465400018"
"10.1007/s00393-017-0318-0","2017","0340-1855","403084200012"
"10.1007/s00393-017-0301-9","2017","0340-1855","403084200009"
"10.1007/s00393-017-0306-4","2017","0340-1855","403084200013"
"10.1007/s00393-016-0223-y","2017","0340-1855","397585600010"
"10.1007/s00393-016-0238-4","2017","0340-1855","397585600006"
"10.1007/s00393-017-0372-7","2017","0340-1855","412168300009"
"10.1007/s00393-017-0335-z","2017","0340-1855","412167700003"
"10.1007/s00393-017-0379-0","2017","0340-1855","414354300009"
"10.1007/s00393-017-0402-5","2017","0340-1855","416846700001"
"10.1007/s00780-016-0321-3","2017","0949-2984","398726200007"
"10.1007/s00780-016-0320-4","2017","0949-2984","398726200006"
"10.1007/s12520-015-0265-0","2017","1866-9557","394993000012"
"10.1007/s11440-016-0440-1","2016","1861-1125","388571600003"
"10.1007/s11440-016-0447-7","2017","1861-1125","398720600008"
"10.1007/s15010-016-0908-9","2016","0300-8126","388827600005"
"10.1007/s15010-016-0872-4","2016","0300-8126","380724800006"
"10.1007/s15010-016-0945-4","2017","0300-8126","398995300007"
"10.1007/s15010-017-0990-7","2017","0300-8126","406460700005"
"10.1007/s15010-017-0982-7","2017","0300-8126","406460700023"
"10.1007/s13147-016-0422-7","2016","0034-0111","384800400004"
"10.1007/s13147-016-0412-9","2017","0034-0111","397243500009"
"10.1007/s13147-016-0459-7","2017","0034-0111","402091600006"
"10.1007/s00767-016-0351-y","2017","1430-483X","395202600001"
"10.1007/s00767-017-0360-5","2017","1430-483X","402459600007"
"10.1007/s00767-017-0355-2","2017","1430-483X","402459600002"
"10.1007/s10404-016-1719-0","2016","1613-4982","374473300009"
"10.1007/s10404-017-1992-6","2017","1613-4982","413456200003"
"10.1007/s00186-015-0529-6","2016","1432-2994","378819800001"
"10.1007/s00186-017-0603-3","2017","1432-2994","413975600008"
"10.1007/s00186-017-0578-0","2017","1432-2994","397237500001"
"10.1007/s12542-016-0303-y","2016","0031-0220","384590400008"
"10.1007/s12542-016-0318-4","2016","0031-0220","388723300005"
"10.1007/s00415-016-8021-7","2016","0340-5354","372433600020"
"10.1007/s00415-016-8094-3","2016","0340-5354","376141000013"
"10.1007/s00415-016-8156-6","2016","0340-5354","380691900002"
"10.1007/s00415-016-8305-y","2017","0340-5354","393902500004"
"10.1007/s00415-017-8482-3","2017","0340-5354","413762000020"
"10.1007/s00415-017-8582-0","2017","0340-5354","409831400015"
"10.1007/s00415-017-8432-0","2017","0340-5354","399014400019"
"10.1007/s10009-016-0437-y","2017","1433-2779","400981200003"
"10.1007/s12542-017-0370-8","2017","0031-0220","415805300001"
"10.1007/s00062-014-0322-6","2016","1869-1439","374375700003"
"10.1007/s00062-016-0516-1","2016","1869-1439","379009000002"
"10.1007/s00062-014-0341-3","2016","1869-1439","379009000006"
"10.1007/s00062-016-0549-5","2016","1869-1439","389606200015"
"10.1007/s00062-016-0538-8","2016","1869-1439","389606200016"
